"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","3","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","4","0","0","37","4","0","0","18","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1歳","4","9","3","2","62","11","12","1","13","0","0","6","0","1","1","0","0","0","0","0","0","0","0"
"2歳","3","6","0","7","27","12","1","0","1","1","0","4","0","1","0","0","0","0","0","0","0","0","0"
"3歳","4","4","1","7","33","19","6","0","0","1","0","4","0","0","0","0","0","0","0","0","1","0","0"
"4歳","2","2","2","12","29","12","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","11","0","1","12","25","10","3","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"6歳","13","1","0","19","15","5","0","1","0","2","0","0","0","4","1","0","0","0","0","0","0","0","0"
"7歳","16","0","0","17","21","1","1","1","0","0","0","1","0","3","0","0","0","0","0","0","2","0","0"
"8歳","8","0","0","7","13","1","4","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"9歳","6","0","0","8","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"10〜14歳","8","0","0","6","20","1","0","1","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0"
"15〜19歳","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","4","0","0","9","69","2","0","1","0","2","0","0","0","0","0","0","0","4","0","0","0","0","0"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","93","29","7","107","376","79","30","9","35","8","0","16","1","13","2","1","2","12","0","0","6","0","0"
