"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","18","0","0","3","2","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","4","","","","","",""
"中央区","3","12","0","0","0","8","0","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","7","15","0","0","0","5","0","17","4","1","2","0","0","0","0","0","0","0","1","0","0","2","5","","","","","",""
"新宿区","0","20","3","0","5","13","0","7","4","2","0","0","0","0","0","0","0","0","1","0","0","0","6","","","","","",""
"文京","0","11","1","1","5","2","0","12","7","2","3","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"台東","0","11","0","1","5","11","0","20","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","32","0","0","3","3","0","25","1","1","3","0","0","0","0","0","0","0","5","0","0","0","5","","","","","",""
"江東区","3","20","4","1","7","26","1","41","3","2","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","11","3","0","2","7","0","20","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","11","0","1","0","8","0","10","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","3","43","6","3","11","27","0","76","7","1","5","0","0","0","0","2","0","0","1","0","0","0","0","","","","","",""
"世田谷","6","46","1","1","4","20","0","24","5","3","6","0","0","0","0","1","0","0","1","0","0","2","3","","","","","",""
"渋谷区","0","11","0","0","2","5","0","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","","","","","",""
"中野区","7","14","0","2","5","11","1","41","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","29","0","2","2","7","0","21","2","1","2","0","0","0","0","0","0","0","8","0","0","0","6","","","","","",""
"池袋","3","20","0","1","3","8","0","16","4","0","4","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","1","27","1","4","3","10","0","27","6","2","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","20","1","0","5","4","0","23","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","41","0","0","3","6","0","22","3","1","2","0","0","0","0","0","0","0","0","0","1","0","6","","","","","",""
"練馬区","1","45","0","3","12","13","1","28","6","3","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","53","2","4","13","25","0","16","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","38","0","0","8","11","0","7","0","4","4","0","0","0","0","0","0","0","5","0","0","0","3","","","","","",""
"江戸川","3","56","0","1","4","29","2","36","1","1","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","5","52","2","0","19","25","1","56","3","2","6","1","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"町田市","1","33","0","0","5","13","0","28","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","28","0","0","3","3","0","15","1","0","3","0","0","0","0","0","0","0","3","0","0","0","2","","","","","",""
"南多摩","1","33","2","1","2","16","0","30","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","40","1","1","10","17","0","48","4","3","8","0","0","0","0","0","0","0","0","0","0","0","8","","","","","",""
"多摩府中","4","62","1","4","17","39","2","98","11","5","5","1","0","0","0","1","0","0","4","1","0","0","11","","","","","",""
"多摩小平","10","60","2","1","22","37","2","110","1","3","9","1","2","0","0","0","0","1","2","0","0","0","10","","","","","",""
"島しょ","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","74","917","30","32","183","411","10","887","91","48","95","8","2","0","0","7","0","2","31","1","1","4","84","","","","","",""
